Tornado Number per Year,Year,Month,Day,Date,Time,TimeZone,State,State FIPS Number,Number of Tornado per State per Year,Magnitude,Injuries,Fatalities,Property Loss ($),Crop Loss (millions $),Starting Latitude,Starting Longitude,Ending Latitude,Ending Longitude,Length (miles),Width (yards),fc
879,2008,5,23,5/23/08,23:11:00,3,KS,20,0,0,0,0,0,0,37.97,-98.02,37.98,-98.02,0.51,50,0
880,2008,5,24,5/24/08,13:27:00,3,OK,40,0,1,0,0,0,0,36.13,-98.11,36.13,-98.07,2,150,0
881,2008,5,24,5/24/08,13:45:00,3,OK,40,0,2,0,0,0,0,36.14,-98.04,36.14,-97.99,3,220,0
882,2008,5,24,5/24/08,14:07:00,3,OK,40,0,0,0,0,0.01,0,36.18,-97.96,36.19,-97.93,2,15,0
883,2008,5,24,5/24/08,14:45:00,3,OK,40,0,0,0,0,0.01,0,36.17,-97.79,0,0,0.1,20,0
884,2008,5,24,5/24/08,15:10:00,3,OK,40,0,0,0,0,0.02,0,36.17,-97.72,36.17,-97.71,1,100,0
885,2008,5,24,5/24/08,15:21:00,3,OK,40,0,2,0,0,0,0,36.22,-97.67,36.18,-97.51,10,1600,0
886,2008,5,24,5/24/08,16:04:00,3,SD,46,0,0,0,0,0,0,44.82,-101.17,0,0,0.02,10,0
887,2008,5,24,5/24/08,16:11:00,3,SD,46,0,0,0,0,0,0,44.84,-101.14,0,0,0.02,10,0
888,2008,5,24,5/24/08,16:11:00,3,SD,46,0,0,0,0,0,0,44.83,-101.14,0,0,0.02,10,0
889,2008,5,24,5/24/08,16:17:00,3,OK,40,0,1,0,0,0,0,36.18,-97.51,36.17,-97.51,1,80,0
890,2008,5,24,5/24/08,16:18:00,3,SD,46,0,0,0,0,0,0,44.88,-101.1,44.88,-101.1,0.09,20,0
891,2008,5,24,5/24/08,16:21:00,3,SD,46,0,0,0,0,0,0,44.96,-101.02,44.96,-101.02,0.11,20,0
892,2008,5,24,5/24/08,16:22:00,3,SD,46,0,0,0,0,0,0,44.98,-101.03,44.98,-101.03,0.15,20,0
893,2008,5,24,5/24/08,16:24:00,3,SD,46,0,0,0,0,0,0,44.97,-101.01,45,-100.97,2.6,400,0
894,2008,5,24,5/24/08,16:53:00,3,OK,40,0,0,0,0,0,0,36.19,-97.46,36.18,-97.46,1.3,1100,0
895,2008,5,24,5/24/08,17:02:00,3,OK,40,0,0,0,0,0,0,36.15,-97.43,36.13,-97.45,1,100,0
896,2008,5,24,5/24/08,17:03:00,3,OK,40,0,0,0,0,0,0,36.16,-97.41,36.17,-97.4,1,50,0
897,2008,5,24,5/24/08,18:38:00,3,ND,38,0,0,0,0,0.01,0,45.96,-98.32,46,-98.26,4,50,0
898,2008,5,24,5/24/08,18:50:00,3,ND,38,0,0,0,0,0.01,0,46.06,-98.29,46.13,-98.23,5.64,100,0
899,2008,5,24,5/24/08,18:59:00,3,ND,38,0,0,0,0,0.01,0,46.13,-98.14,46.24,-98.12,7.9,100,0
900,2008,5,24,5/24/08,19:10:00,3,ND,38,0,1,0,0,0.2,0,46.77,-101.47,46.85,-101.46,5.55,75,0
901,2008,5,24,5/24/08,19:20:00,3,ND,38,0,0,0,0,0,0,46.35,-97.94,0,0,0.2,25,0
902,2008,5,24,5/24/08,19:24:00,3,ND,38,0,0,0,0,0,0,46.85,-101.21,46.87,-101.18,2.12,30,0
903,2008,5,25,5/25/08,13:57:00,3,KS,20,0,1,0,0,0,0,38.56,-100.68,38.58,-100.63,3,100,0
904,2008,5,25,5/25/08,13:58:00,3,KS,20,0,0,0,0,0,0,38.51,-100.87,38.51,-100.86,0.49,50,0
905,2008,5,25,5/25/08,14:29:00,3,TX,48,0,0,0,0,0,0,35.73,-102.36,35.75,-102.33,1.73,50,0
906,2008,5,25,5/25/08,14:37:00,3,KS,20,0,0,0,0,0,0,38.41,-99.47,38.43,-99.44,1.9,150,0
907,2008,5,25,5/25/08,14:37:00,3,TX,48,0,0,0,0,0,0,35.74,-102.25,35.76,-102.12,7.65,75,0
908,2008,5,25,5/25/08,15:15:00,3,KS,20,0,0,0,0,0,0,38.51,-99.28,38.51,-99.28,0.5,25,0
909,2008,5,25,5/25/08,15:23:00,3,KS,20,0,0,0,0,0,0,39.01,-99.67,39.01,-99.65,1.22,75,0
910,2008,5,25,5/25/08,15:35:00,3,MN,27,0,1,2,0,0.7,0,45.2,-93.34,45.18,-93.22,6,100,0
911,2008,5,25,5/25/08,15:47:00,3,KS,20,0,0,0,0,0,0,38.55,-99.06,38.56,-99.05,0.5,50,0
912,2008,5,25,5/25/08,15:48:00,3,IA,19,0,5,70,9,100.3,0.23,42.55,-92.88,42.62,-92.08,40.97,2100,0
913,2008,5,25,5/25/08,15:49:00,3,KS,20,0,0,0,0,0,0,38.5,-99.22,38.5,-99.2,1.1,100,0
914,2008,5,25,5/25/08,15:50:00,3,KS,20,0,0,0,0,0,0,38.47,-99.21,38.48,-99.2,0.5,25,0
915,2008,5,25,5/25/08,15:53:00,3,TX,48,0,0,0,0,0,0,35.91,-101.57,35.91,-101.56,0.5,50,0
916,2008,5,25,5/25/08,15:55:00,3,MN,27,0,3,17,1,25.3,0,45.18,-93.05,45.17,-92.93,5.96,220,0
917,2008,5,25,5/25/08,16:07:00,3,IA,19,0,0,0,0,0,0,42.55,-92.68,42.55,-92.66,1.07,50,0
918,2008,5,25,5/25/08,16:10:00,3,MN,27,0,0,0,0,0,0,45.18,-92.83,45.18,-92.81,1.04,50,0
919,2008,5,25,5/25/08,16:15:00,3,MN,27,0,0,0,0,0.3,0,45.2,-92.77,45.21,-92.75,1.25,50,0
920,2008,5,25,5/25/08,16:22:00,3,KS,20,0,0,0,0,0,0,38.67,-98.99,38.67,-98.98,0.91,75,0
921,2008,5,25,5/25/08,16:48:00,3,MN,27,0,0,0,0,0,0,47.08,-94.38,0,0,4,25,0
922,2008,5,25,5/25/08,16:55:00,3,WI,55,0,0,0,0,0.2,0,45.19,-92.13,45.21,-92.06,3.51,50,0
923,2008,5,25,5/25/08,16:56:00,3,KS,20,0,0,0,0,0,0,38.69,-98.98,38.69,-98.86,6.2,75,0
924,2008,5,25,5/25/08,17:05:00,3,IA,19,0,3,3,0,1.1,0,42.6,-92.02,42.56,-91.39,31.99,1232,0
925,2008,5,25,5/25/08,17:25:00,3,IA,19,0,1,0,0,0,0,40.94,-93.69,40.98,-93.57,6.84,50,0
926,2008,5,25,5/25/08,17:35:00,3,IL,17,0,0,0,0,0,0,37.84,-89.37,37.84,-89.36,0.21,20,0
927,2008,5,25,5/25/08,17:40:00,3,IA,19,0,1,0,0,0.05,0,42.53,-91.66,42.53,-91.59,3.45,100,0
928,2008,5,25,5/25/08,17:55:00,3,KS,20,0,0,0,0,0,0,38.61,-98.37,38.61,-98.36,0.47,50,0
929,2008,5,25,5/25/08,18:05:00,3,KS,20,0,0,0,0,0,0,38.96,-97.52,38.96,-97.5,0.87,50,0
930,2008,5,25,5/25/08,18:19:00,3,ND,38,0,0,0,0,0,0,48.83,-97.53,0,0,0.2,25,0
931,2008,5,25,5/25/08,18:31:00,3,IA,19,0,1,0,0,0.35,0,42.54,-91.27,42.51,-91.11,8.48,250,0
932,2008,5,25,5/25/08,20:00:00,3,WI,55,0,0,0,0,0,0,44.74,-89.63,44.74,-89.63,0.05,10,0
933,2008,5,25,5/25/08,22:06:00,3,IA,19,0,1,0,0,0.1,0,41.69,-92.3,41.68,-92.18,6.23,440,0
934,2008,5,25,5/25/08,22:38:00,3,IA,19,0,0,0,0,0.01,0,41.79,-91.61,41.79,-91.61,0.11,100,0
935,2008,5,26,5/26/08,17:04:00,3,KS,20,0,0,0,0,0,0,37.56,-99.03,37.56,-99.03,0.3,25,0
936,2008,5,26,5/26/08,17:07:00,3,TX,48,0,0,0,0,0,0,30.87,-102.59,30.88,-102.59,0.69,50,0
937,2008,5,26,5/26/08,17:08:00,3,KS,20,0,1,0,0,0.07,0,37.98,-98.95,37.99,-98.94,1,100,0
938,2008,5,26,5/26/08,17:26:00,3,TX,48,0,0,0,0,0,0,34.86,-100.21,34.86,-100.21,0.05,25,0
939,2008,5,26,5/26/08,17:43:00,3,TX,48,0,0,0,0,0,0,34.89,-100.08,34.89,-100.08,0.04,25,0
940,2008,5,26,5/26/08,18:05:00,3,KS,20,0,0,0,0,0,0,37.61,-98.72,37.62,-98.7,1.2,25,0
941,2008,5,26,5/26/08,18:09:00,3,KS,20,0,1,0,0,0,0,37.63,-98.68,37.65,-98.65,2.2,100,0
942,2008,5,27,5/27/08,11:40:00,3,IL,17,0,0,0,0,0,0,38.66,-88.04,0,0,0.1,10,0
943,2008,5,27,5/27/08,13:12:00,3,IN,18,0,0,0,0,0,0,38.72,-87.17,38.72,-87.17,0.1,10,0
944,2008,5,27,5/27/08,18:02:00,3,TX,48,0,0,0,0,0,0,32.68,-102.03,32.68,-102.03,0.29,50,0
945,2008,5,27,5/27/08,18:44:00,3,TX,48,0,0,0,0,0,0,32.59,-102.12,32.58,-102.11,1.03,50,0
946,2008,5,27,5/27/08,19:00:00,3,TX,48,0,0,0,0,0,0,32.59,-102.16,32.59,-102.16,0.35,50,0
947,2008,5,28,5/28/08,15:08:00,3,WY,56,0,0,1,0,0.01,0,43.53,-109.63,43.53,-109.63,0.04,10,0
948,2008,5,28,5/28/08,16:45:00,3,NM,35,0,0,0,0,0,0,33.39,-105.06,33.39,-105.06,0.17,15,0
949,2008,5,28,5/28/08,17:45:00,3,NM,35,0,0,0,0,0,0,35.29,-105.18,35.29,-105.17,0.56,100,0
950,2008,5,28,5/28/08,20:27:00,3,NM,35,0,0,0,0,0,0,35.3,-103.73,35.3,-103.73,0.18,25,0
951,2008,5,29,5/29/08,12:34:00,3,WY,56,0,0,0,0,0,0,43.67,-108.42,43.67,-108.41,0.3,35,0
952,2008,5,29,5/29/08,14:50:00,3,NE,31,0,0,0,0,0,0,40.53,-100.25,0,0,0.1,20,0
953,2008,5,29,5/29/08,15:10:00,3,NE,31,0,0,0,0,0,0,40.56,-99.97,40.61,-99.87,6.11,100,0
954,2008,5,29,5/29/08,15:25:00,3,WY,56,0,0,0,0,0,0,44.15,-106.28,44.15,-106.28,0.14,10,0
955,2008,5,29,5/29/08,15:32:00,3,NE,31,0,0,0,0,0,0,40.6,-99.68,40.66,-99.29,20.86,400,0
956,2008,5,29,5/29/08,15:40:00,3,KS,20,0,0,0,0,0,0,39.32,-100.42,39.35,-100.36,3.7,75,0
957,2008,5,29,5/29/08,16:16:00,3,NE,31,0,2,0,0,0.1,0,40.65,-99.21,40.69,-98.95,14.06,100,0
958,2008,5,29,5/29/08,16:20:00,3,NE,31,0,1,0,0,0.1,0.1,40.7,-99.21,40.78,-98.73,25.59,100,0
959,2008,5,29,5/29/08,16:26:00,3,NE,31,0,2,0,0,11.03,0.75,40.72,-99.12,40.88,-98.56,31.63,400,0
960,2008,5,29,5/29/08,16:45:00,3,KS,20,0,0,0,0,0,0,39.22,-100.43,0,0,0.5,25,0
962,2008,5,29,5/29/08,17:02:00,3,KS,20,0,1,0,0,0.07,0.1,39.21,-99.61,39.21,-99.56,1.75,200,0
963,2008,5,29,5/29/08,17:13:00,3,SD,46,0,0,0,0,0,0,42.92,-97.85,0,0,0.1,50,0
964,2008,5,29,5/29/08,17:38:00,3,KS,20,0,1,0,0,0.06,0,39.45,-99.1,39.45,-99.1,0.38,25,0
965,2008,5,29,5/29/08,17:52:00,3,NE,31,0,0,0,0,0.02,0.1,40.9,-98.11,40.88,-98.05,3.61,100,0
966,2008,5,29,5/29/08,18:02:00,3,NE,31,0,2,0,0,0.02,0.1,40.86,-98.04,40.87,-97.89,7.6,1000,0
967,2008,5,29,5/29/08,18:05:00,3,SD,46,0,0,0,0,0,0,43.02,-97.23,0,0,0.1,50,0
968,2008,5,29,5/29/08,18:05:00,3,KS,20,0,0,0,0,0.01,0,39.22,-99.47,39.23,-99.47,0.35,10,0
969,2008,5,29,5/29/08,18:09:00,3,KS,20,0,0,0,0,0.01,0,39.23,-99.37,39.24,-99.36,0.6,20,0
970,2008,5,29,5/29/08,18:10:00,3,SD,46,0,1,0,0,0,0,43.03,-97.15,43.04,-97.12,2.03,100,0
971,2008,5,29,5/29/08,18:17:00,3,SD,46,0,1,0,0,0.1,0,43.05,-97.11,43.06,-97.07,1.91,100,0
972,2008,5,29,5/29/08,18:44:00,3,NE,31,0,0,0,0,0.04,0,40.97,-97.45,40.94,-97.38,4.12,25,0
973,2008,5,29,5/29/08,18:55:00,3,NE,31,0,1,0,0,0,0,41.61,-96.43,41.61,-96.4,1.85,25,0
974,2008,5,29,5/29/08,19:00:00,3,NE,31,0,0,0,0,0,0,40.8,-97.2,40.81,-97.18,0.85,40,0
975,2008,5,29,5/29/08,19:00:00,3,IA,19,0,1,0,0,0,0,41.88,-95.91,41.88,-95.84,3.8,200,0
976,2008,5,29,5/29/08,19:15:00,3,NE,31,0,1,0,0,0,0,41.68,-96.17,41.68,-96.16,0.67,40,0
977,2008,5,29,5/29/08,19:16:00,3,KS,20,0,1,0,0,0.01,0,39.39,-98.58,39.47,-98.31,15.96,400,0
978,2008,5,29,5/29/08,19:37:00,3,IA,19,0,0,0,0,0.03,0,41.92,-95.52,41.92,-95.5,0.84,50,0
979,2008,5,29,5/29/08,19:40:00,3,KS,20,0,3,0,0,5.5,1.5,39.47,-98.32,39.7,-98.13,18.91,2000,0
980,2008,5,29,5/29/08,19:46:00,3,IA,19,0,1,0,0,0.15,0.01,42.02,-95.3,42.04,-95.26,2.5,75,0
981,2008,5,29,5/29/08,19:58:00,3,KS,20,0,0,0,0,0.01,0.4,39.48,-98.2,39.58,-98.08,9.84,200,0
982,2008,5,29,5/29/08,20:10:00,3,IA,19,0,1,0,0,0.2,0.01,41.91,-94.91,41.92,-94.83,4.1,100,0
983,2008,5,29,5/29/08,20:23:00,3,IA,19,0,1,0,0,0.05,0,42.4,-94.45,42.4,-94.4,2.76,100,0
984,2008,5,29,5/29/08,20:25:00,3,IA,19,0,0,0,0,0.03,0,42.28,-94.43,42.28,-94.39,2.35,50,0
985,2008,5,29,5/29/08,20:30:00,3,KS,20,0,3,0,0,2.8,0,39.72,-97.97,40.21,-97.1,55.22,1320,0
986,2008,5,29,5/29/08,22:06:00,3,IA,19,0,0,0,0,0,0,41.76,-94.07,0,0,0.1,25,0
987,2008,5,29,5/29/08,22:25:00,3,NE,31,0,2,0,0,0.75,0,40.34,-96.71,40.35,-96.5,10.81,440,0
988,2008,5,29,5/29/08,23:50:00,3,IA,19,0,1,0,0,0.1,0.01,41.63,-94.13,41.64,-94.06,3.68,150,0
989,2008,5,30,5/30/08,3:13:00,3,IA,19,0,1,0,0,0.05,0,41.06,-94.01,41.09,-93.84,9.07,150,0
990,2008,5,30,5/30/08,3:51:00,3,IA,19,0,1,0,0,0.08,0.01,41.16,-93.38,41.17,-93.24,7.2,125,0
991,2008,5,30,5/30/08,4:07:00,3,IA,19,0,2,10,0,0.82,0.04,41.23,-93.12,41.28,-92.74,19.18,900,0
992,2008,5,30,5/30/08,14:37:00,3,MN,27,0,0,0,0,0,0,45.6,-95.99,0,0,0.05,20,0
993,2008,5,30,5/30/08,15:25:00,3,IL,17,0,1,0,0,0.01,0,39.68,-90.85,39.68,-90.82,1.42,50,0
994,2008,5,30,5/30/08,16:10:00,3,MO,29,0,1,0,0,0.01,0,40.02,-91.74,40.03,-91.68,3.35,70,0
995,2008,5,30,5/30/08,16:14:00,3,MO,29,0,0,0,0,0.03,0,39.47,-91.57,39.49,-91.51,3.25,50,0
996,2008,5,30,5/30/08,16:15:00,3,IN,18,0,1,0,0,0.1,0,40.76,-85.83,40.76,-85.83,0.22,50,0
997,2008,5,30,5/30/08,16:22:00,3,IN,18,0,0,0,0,0.04,0,40.79,-85.68,40.79,-85.68,0.11,25,0
998,2008,5,30,5/30/08,17:15:00,3,IL,17,0,0,0,0,0,0,39.57,-90.73,39.6,-90.67,3.91,40,0
999,2008,5,30,5/30/08,17:30:00,3,IN,18,0,0,0,0,0,0,40.48,-86.67,0,0,0.1,30,0
1000,2008,5,30,5/30/08,18:17:00,3,IL,17,0,1,0,0,0.19,0,39.58,-90,39.56,-89.9,4.78,100,0
1001,2008,5,30,5/30/08,19:20:00,3,IL,17,0,0,0,0,0,0,39.54,-89.3,0,0,0.01,10,0
1002,2008,5,30,5/30/08,19:33:00,3,IL,17,0,0,0,0,0,0,39.49,-88.86,39.5,-88.84,1.14,30,0
1003,2008,5,30,5/30/08,20:27:00,3,IN,18,0,2,18,0,29.25,0,39.83,-86.01,39.81,-85.88,7.1,150,0
1004,2008,5,30,5/30/08,20:35:00,3,IN,18,0,1,0,0,0.5,0,39.88,-85.88,39.9,-85.8,4.5,200,0
1005,2008,5,30,5/30/08,21:57:00,3,IN,18,0,0,0,0,0.06,0,40.84,-84.8,40.84,-84.8,0.27,25,0
1006,2008,5,30,5/30/08,22:28:00,3,OH,39,0,0,0,0,1.2,0,41.05,-84.13,41.05,-84.06,3.24,464,0
1007,2008,5,30,5/30/08,23:29:00,3,OH,39,0,2,6,0,1.75,0,41.09,-83.52,41.14,-83.42,8.31,100,0
1008,2008,5,31,5/31/08,6:30:00,3,WV,54,0,0,1,0,0.07,0,39.56,-79.52,39.55,-79.49,1.43,80,0
1009,2008,5,31,5/31/08,14:52:00,3,VA,51,0,0,0,0,0.05,0,37.77,-77.27,37.78,-77.25,1,50,0
1010,2008,5,31,5/31/08,18:07:00,3,OK,40,0,0,0,0,0,0,36.68,-96.33,0,0,0.1,50,0
1011,2008,6,1,6/1/08,17:40:00,3,WY,56,0,0,0,0,0,0,43.72,-105.87,0,0,0.02,10,0
1012,2008,6,1,6/1/08,17:45:00,3,NE,31,0,0,0,0,0,0,42.18,-100.47,0,0,0.1,20,0
1013,2008,6,2,6/2/08,12:55:00,3,MO,29,0,0,1,0,0.17,0,38.02,-94.12,37.94,-93.95,10.58,300,0
1014,2008,6,2,6/2/08,15:20:00,3,WY,56,0,0,0,0,0.01,0,44.3,-105.55,0,0,0.25,50,0
1015,2008,6,2,6/2/08,17:30:00,3,WY,56,0,0,0,0,0,0,43.97,-104.92,0,0,0.5,20,0
1016,2008,6,3,6/3/08,6:54:00,3,IL,17,0,0,0,0,0,0,38.79,-88.91,38.79,-88.91,0.06,50,0
1017,2008,6,3,6/3/08,9:10:00,3,IN,18,0,1,1,0,0.17,0,39.03,-86.88,38.91,-86.4,27.15,100,0
1018,2008,6,3,6/3/08,12:30:00,3,IN,18,0,0,0,0,0.02,0,39.53,-86.27,39.53,-86.26,0.39,50,0
1019,2008,6,3,6/3/08,17:27:00,3,VA,51,0,0,0,0,0.35,0,37.25,-79.97,37.24,-79.94,1.62,60,0
1020,2008,6,3,6/3/08,18:40:00,3,VA,51,0,0,0,0,0,0,37.4,-77.69,37.41,-77.68,0.25,20,0
1021,2008,6,3,6/3/08,19:04:00,3,IN,18,0,3,8,1,1.2,0,39.46,-85.68,39.5,-85.51,9.68,150,0
1022,2008,6,3,6/3/08,19:05:00,3,OH,39,0,0,0,0,0.03,0,39.47,-84.8,39.47,-84.8,0.35,25,0
1023,2008,6,3,6/3/08,19:24:00,3,IN,18,0,2,4,0,23.21,0,39.33,-86.14,39.36,-85.94,10.59,150,0
1024,2008,6,3,6/3/08,19:32:00,3,IL,17,0,0,0,0,0,0,39.55,-90.41,39.59,-90.3,6.7,75,0
1025,2008,6,3,6/3/08,19:50:00,3,IN,18,0,1,0,0,0.07,0,39.41,-85.41,39.43,-85.33,4.09,75,0
1026,2008,6,3,6/3/08,22:25:00,3,OH,39,0,0,0,0,0.01,0,39.31,-83.82,39.31,-83.82,0.17,25,0
1027,2008,6,3,6/3/08,23:25:00,3,MO,29,0,1,0,0,0.01,0,38.09,-92.91,38.05,-92.82,6.03,100,0
1028,2008,6,4,6/4/08,2:30:00,3,IL,17,0,0,0,0,0,0,38.19,-89.94,38.19,-89.93,0.6,50,0
1029,2008,6,4,6/4/08,2:48:00,3,IL,17,0,0,0,0,0,0,38.21,-89.7,38.22,-89.67,1.47,50,0
1030,2008,6,4,6/4/08,2:49:00,3,IL,17,0,0,0,0,0,0,38.21,-89.68,38.21,-89.67,0.7,25,0
1031,2008,6,4,6/4/08,5:13:00,3,IN,18,0,0,0,0,0,0,39.02,-86.94,39.03,-86.94,0.08,50,0
1032,2008,6,4,6/4/08,5:50:00,3,OH,39,0,0,0,0,0.04,0,39.13,-84.4,39.12,-84.37,1.85,50,0
1033,2008,6,4,6/4/08,11:25:00,3,VA,51,0,1,0,0,0.02,0,39.07,-78.04,39.07,-78.03,0.54,100,0
1034,2008,6,4,6/4/08,12:19:00,3,VA,51,0,0,0,0,0.03,0,38.96,-77.92,38.98,-77.62,9.43,150,0
1035,2008,6,4,6/4/08,13:18:00,3,VA,51,0,0,0,0,0.01,0,39.3,-78.16,39.3,-78.15,0.45,100,0
1036,2008,6,4,6/4/08,13:20:00,3,MD,24,0,0,0,0,0,0,39.03,-77,39.03,-76.99,0.32,50,0
1037,2008,6,4,6/4/08,13:40:00,3,MD,24,0,0,0,0,0.4,0,38.7,-76.56,38.69,-76.53,1.64,75,0
1038,2008,6,4,6/4/08,14:12:00,3,MD,24,0,0,0,0,0.3,0,38.71,-75.93,38.71,-75.89,2.24,50,0
1039,2008,6,4,6/4/08,14:29:00,3,CO,8,0,0,0,0,0,0,40.01,-102.83,0,0,0.1,50,0
1040,2008,6,4,6/4/08,15:01:00,3,CO,8,0,0,0,0,0,0,40.08,-102.74,0,0,0.7,25,0
1041,2008,6,4,6/4/08,15:04:00,3,CO,8,0,0,0,0,0,0,39.99,-104.07,0,0,0.1,50,0
1042,2008,6,4,6/4/08,15:53:00,3,NE,31,0,0,0,0,0.05,0.1,41.36,-98.63,41.38,-98.57,3.61,25,0
1043,2008,6,4,6/4/08,16:00:00,3,IN,18,0,0,0,0,0.03,0,39.02,-84.96,39.02,-84.95,0.71,50,0
1044,2008,6,4,6/4/08,16:20:00,3,KY,21,0,0,0,0,0.06,0,38.83,-84.29,38.83,-84.29,0.21,25,0
1045,2008,6,4,6/4/08,16:49:00,3,NE,31,0,1,0,0,0.1,0.01,40.39,-101.93,40.4,-101.92,0.86,30,0
1046,2008,6,4,6/4/08,17:04:00,3,IA,19,0,1,0,0,0,0,40.94,-95.81,41.01,-95.8,4.8,220,0
1047,2008,6,4,6/4/08,17:08:00,3,NE,31,0,1,0,0,0.03,0.01,40.38,-101.79,0,0,0.1,20,0
1048,2008,6,4,6/4/08,17:13:00,3,NE,31,0,0,0,0,0.03,0,40.39,-101.74,0,0,0.1,20,0
1049,2008,6,4,6/4/08,17:15:00,3,VA,51,0,0,0,0,0.01,0,38.44,-77.9,38.43,-77.84,4,100,0
1050,2008,6,4,6/4/08,17:27:00,3,VA,51,0,1,0,0,0.05,0,38.46,-77.73,38.4,-77.57,9.61,100,0
1051,2008,6,4,6/4/08,17:35:00,3,VA,51,0,1,0,0,0.02,0,38.38,-77.49,38.38,-77.47,1.03,100,0
1052,2008,6,4,6/4/08,17:50:00,3,IA,19,0,1,0,0,0,0,41,-95.4,40.96,-95.49,5.13,440,0
1053,2008,6,4,6/4/08,17:53:00,3,NE,31,0,0,0,0,0,0,40.43,-101.36,0,0,0.1,20,0
1054,2008,6,4,6/4/08,18:04:00,3,IA,19,0,0,0,0,0,0,41.03,-94.36,41.03,-94.34,0.89,50,0
1055,2008,6,4,6/4/08,18:10:00,3,NE,31,0,0,0,0,0,0,40.43,-101.16,0,0,0.1,20,0
1056,2008,6,4,6/4/08,18:25:00,3,NE,31,0,1,0,0,0,0,41.01,-97.27,41.06,-97.19,5.59,440,0
1057,2008,6,4,6/4/08,18:26:00,3,CO,8,0,0,0,0,0,0,40.2,-102.23,0,0,0.5,25,0
1058,2008,6,4,6/4/08,18:44:00,3,NE,31,0,1,0,0,0,0,41.07,-97.24,41.07,-97.17,3.79,440,0
1059,2008,6,4,6/4/08,18:45:00,3,IL,17,0,1,0,0,0.04,0,40.78,-88.9,40.81,-88.85,3.42,200,0
1060,2008,6,4,6/4/08,19:00:00,3,NE,31,0,1,0,0,0,0,41.08,-97.11,41.09,-97.01,5.5,220,0
1061,2008,6,4,6/4/08,19:13:00,3,IA,19,0,0,0,0,0,0,40.94,-94.92,40.96,-94.89,2.32,75,0
1062,2008,6,4,6/4/08,19:18:00,3,IL,17,0,0,0,0,0,0,40.56,-89.32,40.58,-89.3,1.5,30,0
1063,2008,6,4,6/4/08,19:24:00,3,IA,19,0,1,0,0,0.01,0.01,40.97,-94.83,40.95,-94.65,9.49,150,0
1064,2008,6,4,6/4/08,19:24:00,3,IL,17,0,0,0,0,0,0,40.56,-89.29,40.6,-89.19,6.14,150,0
1065,2008,6,4,6/4/08,19:37:00,3,NE,31,0,1,0,0,0,0,41.04,-96.74,41.05,-96.61,6.47,880,0
1066,2008,6,4,6/4/08,19:55:00,3,NE,31,0,1,0,0,0,0,41.07,-96.7,41.08,-96.61,4.88,440,0
1067,2008,6,4,6/4/08,19:58:00,3,IA,19,0,1,0,0,0.03,0.01,40.95,-94.6,41,-94.51,5.63,150,0
1068,2008,6,4,6/4/08,20:18:00,3,IA,19,0,0,0,0,0.01,0,40.97,-94.47,40.97,-94.45,1.08,75,0
1069,2008,6,4,6/4/08,20:37:00,3,IA,19,0,1,0,0,0.05,0.01,41,-94.36,41.03,-94.29,3.87,150,0
1070,2008,6,4,6/4/08,20:58:00,3,IA,19,0,1,0,0,0.01,0.01,41.04,-94.18,41.1,-93.99,10.92,100,0
1071,2008,6,4,6/4/08,22:23:00,3,NE,31,0,0,0,0,0,0,40.53,-99.63,0,0,0.1,25,0
1072,2008,6,4,6/4/08,22:28:00,3,NE,31,0,0,0,0,0,0,40.58,-99.75,0,0,0.1,25,0
1073,2008,6,5,6/5/08,12:15:00,3,CO,8,0,0,0,0,0.01,0,37.87,-102.36,37.94,-102.28,6.51,150,0
1074,2008,6,5,6/5/08,13:30:00,3,KS,20,0,0,0,0,0,0,38.82,-101.3,0,0,1,25,0
1075,2008,6,5,6/5/08,13:41:00,3,KS,20,0,0,0,0,0,0,38.88,-101.19,0,0,1,25,0
1076,2008,6,5,6/5/08,13:59:00,3,KS,20,0,1,0,0,0.07,0,37.81,-98.52,37.82,-98.5,1.1,100,0
1077,2008,6,5,6/5/08,14:13:00,3,KS,20,0,0,0,0,0,0,38.79,-100.48,0,0,1,25,0
1078,2008,6,5,6/5/08,14:39:00,3,KS,20,0,0,0,0,0,0,39.06,-100.05,39.07,-100.03,1.04,75,0
1079,2008,6,5,6/5/08,14:40:00,3,KS,20,0,0,0,0,0,0,39.03,-100.02,39.05,-100,1.7,75,0
1080,2008,6,5,6/5/08,14:40:00,3,NE,31,0,2,0,0,0.2,0.03,42.2,-99.46,42.55,-99.12,29.85,50,0
1081,2008,6,5,6/5/08,15:19:00,3,KS,20,0,1,0,0,0,0,39.25,-97.36,39.41,-97.19,14.35,100,0
1082,2008,6,5,6/5/08,15:20:00,3,KS,20,0,0,0,0,0,0,39.35,-97.23,39.41,-97.18,4.62,50,0
1083,2008,6,5,6/5/08,15:33:00,3,KS,20,0,1,0,0,0,0,39.43,-97.13,39.55,-97.03,10.07,25,0
1084,2008,6,5,6/5/08,16:00:00,3,SD,46,0,1,0,0,0.1,0,42.99,-98.45,43.13,-98.41,9.88,100,0
1085,2008,6,5,6/5/08,16:08:00,3,KS,20,0,0,0,0,0,0,39.71,-96.88,0,0,0.1,25,0
1086,2008,6,5,6/5/08,16:41:00,3,KS,20,0,0,0,0,0,0,39.97,-96.55,0,0,0.1,50,0
1087,2008,6,5,6/5/08,17:20:00,3,NE,31,0,1,0,0,0,0,40.29,-96.06,40.33,-96.05,2.58,100,0
